fname,itp,its,channels,network,magnitude
CI.PASC.00_2008-05-08T23_43_31.843_2008-05-08T23_46_44.111.npz,3600,6136,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-05-09T02_43_02.948_2008-05-09T02_46_38.247.npz,469,4387,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-09T04_47_22.332_2008-05-09T04_50_30.931.npz,3600,5916,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-09T06_24_50.797_2008-05-09T06_28_26.194.npz,111,4033,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-09T07_11_22.972_2008-05-09T07_17_28.381.npz,213,8829,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-05-09T22_37_36.502_2008-05-09T22_40_58.673.npz,3600,6730,BHZ_LHZ,CI,4.9
CI.PASC.00_2008-05-09T22_59_06.654_2008-05-09T23_02_32.362.npz,3600,6942,BHZ_LHZ,CI,3.4
CI.PASC.00_2008-05-09T23_16_40.818_2008-05-09T23_19_53.068.npz,3600,6135,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-10T00_34_51.530_2008-05-10T00_40_57.475.npz,825,9463,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-10T02_13_40.747_2008-05-10T02_17_07.368.npz,3600,6996,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-05-10T02_22_33.865_2008-05-10T02_26_00.274.npz,932,4317,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-05-10T08_45_22.111_2008-05-10T08_50_50.416.npz,816,7948,BHZ_LHZ,CI,3.3
CI.PASC.00_2008-05-10T10_56_54.916_2008-05-10T11_02_50.508.npz,102,8326,BHZ_LHZ,CI,3.2
CI.PASC.00_2008-05-11T00_10_29.823_2008-05-11T00_16_36.797.npz,888,9567,BHZ_LHZ,CI,3.2
CI.PASC.00_2008-05-11T00_16_34.832_2008-05-11T00_20_10.518.npz,309,4249,BHZ_LHZ,CI,1.5
CI.PASC.00_2008-05-11T02_34_27.324_2008-05-11T02_38_02.130.npz,997,4885,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-11T03_41_47.828_2008-05-11T03_47_10.151.npz,719,7612,BHZ_LHZ,CI,3.8
CI.PASC.00_2008-05-11T05_17_06.526_2008-05-11T05_20_40.437.npz,140,3974,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-05-11T07_04_52.309_2008-05-11T07_08_27.951.npz,202,4141,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-11T10_39_04.924_2008-05-11T10_44_08.214.npz,34,6165,BHZ_LHZ,CI,2.6
CI.PASC.00_2008-05-11T18_13_05.967_2008-05-11T18_18_36.324.npz,677,7892,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-12T11_49_50.656_2008-05-12T11_52_57.669.npz,3600,5820,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-12T20_21_47.612_2008-05-12T20_25_23.718.npz,429,4395,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-12T23_06_18.111_2008-05-12T23_09_54.807.npz,456,4458,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-13T04_08_47.779_2008-05-13T04_13_26.558.npz,2400,7551,BHZ_LHZ,CI,4.1
CI.PASC.00_2008-05-13T08_48_55.385_2008-05-13T08_52_34.007.npz,162,4279,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-13T08_57_25.999_2008-05-13T09_01_03.018.npz,8,4028,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-13T09_22_42.839_2008-05-13T09_26_19.815.npz,105,4123,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-13T09_55_20.141_2008-05-13T09_58_57.032.npz,715,4729,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-13T11_11_55.597_2008-05-13T11_15_34.223.npz,710,4827,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-13T11_57_44.718_2008-05-13T12_01_20.471.npz,440,4386,BHZ_LHZ,CI,1.4
CI.PASC.00_2008-05-13T17_22_27.175_2008-05-13T17_26_02.416.npz,193,4106,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-13T17_41_38.182_2008-05-13T17_45_13.828.npz,117,4056,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-05-13T17_54_56.514_2008-05-13T17_58_32.105.npz,579,4515,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-13T21_56_03.870_2008-05-13T21_59_39.150.npz,408,4324,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-14T00_17_29.174_2008-05-14T00_21_00.618.npz,466,4151,BHZ_LHZ,CI,2.6
CI.PASC.00_2008-05-14T01_07_57.623_2008-05-14T01_11_58.707.npz,2400,6043,BHZ_LHZ,CI,3.6
CI.PASC.00_2008-05-14T03_57_27.110_2008-05-14T04_01_36.946.npz,2400,6394,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-14T06_43_39.477_2008-05-14T06_48_36.019.npz,618,6479,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-14T09_57_23.414_2008-05-14T10_03_14.857.npz,259,8317,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-14T10_34_18.142_2008-05-14T10_37_24.054.npz,3600,5755,BHZ_LHZ,CI,2.6
CI.PASC.00_2008-05-14T16_10_13.046_2008-05-14T16_14_16.380.npz,2400,6133,BHZ_LHZ,CI,4.8
CI.PASC.00_2008-05-14T18_06_25.594_2008-05-14T18_10_01.107.npz,113,4044,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-14T18_52_28.417_2008-05-14T18_56_33.495.npz,2400,6204,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-14T19_06_34.553_2008-05-14T19_10_06.407.npz,653,4364,BHZ_LHZ,CI,1.3
CI.PASC.00_2008-05-14T22_04_58.049_2008-05-14T22_08_41.700.npz,754,5173,BHZ_LHZ,CI,3.4
CI.PASC.00_2008-05-15T00_16_40.179_2008-05-15T00_20_16.707.npz,194,4185,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-15T06_47_10.145_2008-05-15T06_51_01.425.npz,2400,5651,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-15T07_54_58.773_2008-05-15T07_58_29.848.npz,922,4586,BHZ_LHZ,CI,3.2
CI.PASC.00_2008-05-15T11_41_07.680_2008-05-15T11_44_38.955.npz,738,4414,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-15T13_45_11.907_2008-05-15T13_49_17.306.npz,2400,6216,BHZ_LHZ,CI,3.4
CI.PASC.00_2008-05-15T20_22_52.558_2008-05-15T20_26_31.414.npz,450,4581,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-15T21_46_23.978_2008-05-15T21_49_57.631.npz,728,4547,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-16T15_00_33.077_2008-05-16T15_03_48.464.npz,3600,6322,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-16T17_00_15.953_2008-05-16T17_04_17.829.npz,2400,6075,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-16T20_23_54.413_2008-05-16T20_27_31.225.npz,491,4500,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-17T02_35_31.007_2008-05-17T02_41_41.300.npz,238,9050,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-05-17T06_43_54.971_2008-05-17T06_47_32.703.npz,834,4897,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-17T08_10_25.738_2008-05-17T08_14_03.443.npz,812,4874,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-17T10_18_09.729_2008-05-17T10_24_23.844.npz,39,9003,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-17T12_26_05.424_2008-05-17T12_31_51.531.npz,1,7845,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-17T12_38_19.117_2008-05-17T12_42_05.186.npz,2400,5443,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-17T13_09_46.532_2008-05-17T13_13_32.913.npz,2400,5455,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-17T13_20_55.247_2008-05-17T13_27_01.399.npz,92,8738,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-05-17T16_06_59.644_2008-05-17T16_10_46.133.npz,2400,5460,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-17T17_09_19.662_2008-05-17T17_12_58.263.npz,994,5110,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-17T17_10_18.311_2008-05-17T17_14_04.865.npz,2400,5462,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-17T17_13_29.855_2008-05-17T17_17_08.275.npz,857,4962,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-05-17T17_24_53.396_2008-05-17T17_28_24.746.npz,310,3991,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-17T19_08_52.245_2008-05-17T19_12_36.616.npz,338,4799,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-17T21_05_56.691_2008-05-17T21_09_43.277.npz,2400,5464,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-18T01_05_50.052_2008-05-18T01_09_32.335.npz,716,5052,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-18T03_54_54.625_2008-05-18T03_58_30.127.npz,276,4206,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-18T07_26_13.768_2008-05-18T07_29_49.303.npz,17,3950,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-18T08_44_43.835_2008-05-18T08_48_49.438.npz,2400,6224,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-05-18T10_51_49.258_2008-05-18T10_55_28.324.npz,68,4212,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-05-18T22_21_45.316_2008-05-18T22_27_00.172.npz,468,7063,BHZ_LHZ,CI,3.3
CI.PASC.00_2008-05-18T22_39_02.910_2008-05-18T22_42_23.582.npz,3600,6640,BHZ_LHZ,CI,2.6
CI.PASC.00_2008-05-19T04_28_05.034_2008-05-19T04_31_43.276.npz,680,4775,BHZ_LHZ,CI,2.4
CI.PASC.00_2008-05-19T08_19_31.427_2008-05-19T08_25_37.505.npz,263,8906,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-05-19T09_26_02.132_2008-05-19T09_29_40.787.npz,643,4762,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-19T15_21_20.872_2008-05-19T15_24_28.056.npz,3600,5830,BHZ_LHZ,CI,2.4
CI.PASC.00_2008-05-19T17_04_40.119_2008-05-19T17_10_45.799.npz,745,9373,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-20T01_44_43.949_2008-05-20T01_48_20.588.npz,286,4283,BHZ_LHZ,CI,1.4
CI.PASC.00_2008-05-20T02_59_15.597_2008-05-20T03_02_33.849.npz,983,3878,BHZ_LHZ,CI,3.7
CI.PASC.00_2008-05-20T06_55_13.981_2008-05-20T06_58_50.646.npz,750,4750,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-20T07_57_10.315_2008-05-20T08_00_44.636.npz,225,4084,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-20T12_30_49.443_2008-05-20T12_33_54.580.npz,3600,5709,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-05-20T13_40_13.539_2008-05-20T13_43_52.903.npz,704,4866,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-05-20T14_19_01.291_2008-05-20T14_23_55.867.npz,462,6245,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-20T23_00_08.194_2008-05-20T23_03_50.268.npz,143,4467,BHZ_LHZ,CI,3.2
CI.PASC.00_2008-05-21T03_20_13.126_2008-05-21T03_23_48.472.npz,149,4070,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-05-21T03_52_37.245_2008-05-21T03_56_14.636.npz,88,4130,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-05-21T11_41_29.039_2008-05-21T11_44_36.330.npz,3600,5838,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-05-21T23_09_11.378_2008-05-21T23_12_49.230.npz,220,4291,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-05-21T23_57_33.934_2008-05-22T00_01_42.104.npz,2400,6327,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-22T00_41_04.735_2008-05-22T00_44_32.315.npz,506,3960,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-22T02_12_38.985_2008-05-22T02_17_49.584.npz,243,6667,BHZ_LHZ,CI,3.8
CI.PASC.00_2008-05-22T07_03_30.749_2008-05-22T07_09_42.553.npz,768,9640,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-22T07_23_06.893_2008-05-22T07_26_37.698.npz,229,3878,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-22T08_37_16.887_2008-05-22T08_40_56.344.npz,890,5057,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-22T10_01_59.100_2008-05-22T10_07_28.043.npz,250,7407,BHZ_LHZ,CI,3.9
CI.PASC.00_2008-05-22T13_28_51.856_2008-05-22T13_34_23.373.npz,198,7459,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-22T16_24_29.808_2008-05-22T16_28_05.365.npz,663,4596,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-22T19_34_27.116_2008-05-22T19_38_04.545.npz,494,4541,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-23T03_42_10.083_2008-05-23T03_45_46.768.npz,771,4771,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-23T04_40_04.522_2008-05-23T04_43_34.537.npz,69,3669,BHZ_LHZ,CI,1.5
CI.PASC.00_2008-05-23T15_32_59.329_2008-05-23T15_36_37.284.npz,128,4205,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-05-23T20_24_41.684_2008-05-23T20_30_49.836.npz,771,9497,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-24T00_34_58.769_2008-05-24T00_41_12.156.npz,842,9778,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-24T03_01_06.744_2008-05-24T03_06_32.648.npz,721,7758,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-24T04_12_36.399_2008-05-24T04_15_58.705.npz,3600,6738,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-24T08_52_12.366_2008-05-24T08_56_39.361.npz,2400,7080,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-24T15_07_05.842_2008-05-24T15_12_35.411.npz,536,7719,BHZ_LHZ,CI,3.5
CI.PASC.00_2008-05-24T21_31_44.711_2008-05-24T21_37_54.655.npz,800,9598,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-05-24T23_01_23.378_2008-05-24T23_04_54.100.npz,331,3974,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-24T23_22_49.806_2008-05-24T23_28_18.531.npz,26,7175,BHZ_LHZ,CI,4.1
CI.PASC.00_2008-05-24T23_25_15.170_2008-05-24T23_30_44.387.npz,367,7535,BHZ_LHZ,CI,5.1
CI.PASC.00_2008-05-25T01_55_41.614_2008-05-25T02_01_08.598.npz,196,7276,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-25T05_31_37.328_2008-05-25T05_35_00.366.npz,959,4140,BHZ_LHZ,CI,3.4
CI.PASC.00_2008-05-25T12_50_47.837_2008-05-25T12_54_54.460.npz,2400,6265,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-25T15_26_19.175_2008-05-25T15_29_54.772.npz,284,4220,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-05-25T18_40_27.859_2008-05-25T18_45_10.267.npz,748,6044,BHZ_LHZ,CI,2.6
CI.PASC.00_2008-05-25T22_14_08.626_2008-05-25T22_19_56.540.npz,208,8124,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-26T16_25_52.409_2008-05-26T16_29_28.077.npz,27,3967,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-05-26T17_31_31.311_2008-05-26T17_35_08.257.npz,128,4145,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-26T18_07_54.636_2008-05-26T18_11_31.725.npz,618,4644,BHZ_LHZ,CI,3.4
CI.PASC.00_2008-05-26T18_15_26.595_2008-05-26T18_20_49.728.npz,435,7360,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-26T18_27_32.280_2008-05-26T18_31_09.005.npz,702,4705,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-26T19_32_08.530_2008-05-26T19_38_18.023.npz,665,9445,BHZ_LHZ,CI,3.3
CI.PASC.00_2008-05-26T20_37_12.518_2008-05-26T20_40_49.212.npz,547,4549,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-05-27T00_02_09.713_2008-05-27T00_05_46.784.npz,337,4361,BHZ_LHZ,CI,3.6
CI.PASC.00_2008-05-27T00_17_49.173_2008-05-27T00_24_03.994.npz,20,9012,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-27T09_08_37.459_2008-05-27T09_14_50.658.npz,864,9792,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-27T09_17_17.357_2008-05-27T09_22_20.953.npz,254,6398,BHZ_LHZ,CI,3.8
CI.PASC.00_2008-05-27T11_25_55.070_2008-05-27T11_29_31.461.npz,218,4200,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-05-27T13_15_25.355_2008-05-27T13_19_01.999.npz,168,4167,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-27T20_42_39.441_2008-05-27T20_46_14.292.npz,700,4591,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-27T21_02_09.572_2008-05-27T21_05_47.801.npz,775,4868,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-27T22_41_15.804_2008-05-27T22_46_45.008.npz,658,7826,BHZ_LHZ,CI,4.2
CI.PASC.00_2008-05-27T22_48_19.464_2008-05-27T22_53_26.906.npz,721,7019,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-28T01_33_00.175_2008-05-28T01_36_25.595.npz,763,4088,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-05-28T05_36_14.989_2008-05-28T05_39_51.340.npz,682,4663,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-28T06_07_40.344_2008-05-28T06_11_18.218.npz,934,5006,BHZ_LHZ,CI,2.6
CI.PASC.00_2008-05-28T08_55_22.863_2008-05-28T08_58_52.336.npz,961,4529,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-28T10_33_21.339_2008-05-28T10_36_59.265.npz,26,4101,BHZ_LHZ,CI,1.2
CI.PASC.00_2008-05-28T12_33_00.253_2008-05-28T12_36_33.356.npz,537,4323,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-05-28T18_18_36.812_2008-05-28T18_22_14.540.npz,60,4123,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-05-28T20_50_03.824_2008-05-28T20_53_14.422.npz,3600,6036,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-28T22_11_23.822_2008-05-28T22_15_02.232.npz,173,4277,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-29T00_50_57.994_2008-05-29T00_54_35.768.npz,747,4813,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-29T02_30_36.357_2008-05-29T02_34_23.287.npz,2400,5477,BHZ_LHZ,CI,3.2
CI.PASC.00_2008-05-29T02_34_56.226_2008-05-29T02_38_26.540.npz,150,3768,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-05-29T07_02_38.191_2008-05-29T07_06_19.155.npz,903,5161,BHZ_LHZ,CI,1.5
CI.PASC.00_2008-05-29T08_23_46.709_2008-05-29T08_27_23.334.npz,273,4270,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-05-29T15_36_47.519_2008-05-29T15_42_39.918.npz,154,8250,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-29T17_46_17.227_2008-05-29T17_51_53.221.npz,823,8263,BHZ_LHZ,CI,2.4
CI.PASC.00_2008-05-29T17_46_40.340_2008-05-29T17_51_00.492.npz,2400,6806,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-05-29T18_01_15.601_2008-05-29T18_04_56.494.npz,589,4841,BHZ_LHZ,CI,1.5
CI.PASC.00_2008-05-29T18_03_00.240_2008-05-29T18_06_40.961.npz,836,5079,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-29T19_04_27.903_2008-05-29T19_08_03.247.npz,195,4116,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-05-29T19_25_36.767_2008-05-29T19_29_14.556.npz,511,4579,BHZ_LHZ,CI,1.5
CI.PASC.00_2008-05-29T21_22_45.557_2008-05-29T21_26_23.853.npz,541,4639,BHZ_LHZ,CI,1.3
CI.PASC.00_2008-05-29T23_03_35.533_2008-05-29T23_07_14.392.npz,994,5125,BHZ_LHZ,CI,1.5
CI.PASC.00_2008-05-30T03_48_57.399_2008-05-30T03_52_40.449.npz,525,4908,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-05-30T04_49_03.296_2008-05-30T04_53_11.953.npz,2400,6346,BHZ_LHZ,CI,4.0
CI.PASC.00_2008-05-30T06_43_49.170_2008-05-30T06_47_57.950.npz,2400,6351,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-05-30T07_11_04.021_2008-05-30T07_14_45.961.npz,620,4935,BHZ_LHZ,CI,2.6
CI.PASC.00_2008-05-30T07_45_17.653_2008-05-30T07_48_54.635.npz,655,4673,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-30T13_47_45.797_2008-05-30T13_51_22.057.npz,480,4455,BHZ_LHZ,CI,1.4
CI.PASC.00_2008-05-30T19_17_36.607_2008-05-30T19_21_13.230.npz,531,4528,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-05-30T21_42_22.156_2008-05-30T21_46_02.767.npz,733,4969,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-05-31T19_14_14.995_2008-05-31T19_18_45.786.npz,578,5409,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-06-01T01_48_12.516_2008-06-01T01_51_47.863.npz,721,4642,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-06-01T11_59_07.966_2008-06-01T12_04_30.656.npz,745,7653,BHZ_LHZ,CI,2.2
CI.PASC.00_2008-06-01T13_43_09.479_2008-06-01T13_46_48.733.npz,23,4178,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-06-01T14_27_12.187_2008-06-01T14_33_18.733.npz,29,8691,BHZ_LHZ,CI,4.3
CI.PASC.00_2008-06-01T15_05_13.835_2008-06-01T15_11_19.858.npz,109,8750,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-06-01T16_48_06.458_2008-06-01T16_53_11.838.npz,474,6689,BHZ_LHZ,CI,3.4
CI.PASC.00_2008-06-01T19_15_57.156_2008-06-01T19_19_34.530.npz,370,4412,BHZ_LHZ,CI,2.0
CI.PASC.00_2008-06-01T19_47_24.476_2008-06-01T19_50_59.805.npz,990,4909,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-06-02T00_34_12.335_2008-06-02T00_39_46.750.npz,522,7899,BHZ_LHZ,CI,4.0
CI.PASC.00_2008-06-02T04_37_31.853_2008-06-02T04_41_02.673.npz,745,4394,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-06-02T04_42_27.945_2008-06-02T04_45_58.779.npz,730,4379,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-06-02T04_59_07.916_2008-06-02T05_02_38.911.npz,824,4484,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-06-02T05_12_33.026_2008-06-02T05_15_45.289.npz,3600,6135,BHZ_LHZ,CI,3.2
CI.PASC.00_2008-06-02T05_13_29.409_2008-06-02T05_17_00.906.npz,372,4062,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-06-02T05_29_31.426_2008-06-02T05_33_02.702.npz,696,4372,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-06-02T08_43_56.062_2008-06-02T08_47_29.492.npz,473,4278,BHZ_LHZ,CI,1.7
CI.PASC.00_2008-06-02T09_50_14.078_2008-06-02T09_53_44.015.npz,439,4034,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-06-02T12_26_26.792_2008-06-02T12_30_02.285.npz,679,4609,BHZ_LHZ,CI,2.3
CI.PASC.00_2008-06-02T17_52_33.808_2008-06-02T17_58_02.999.npz,91,7259,BHZ_LHZ,CI,5.2
CI.PASC.00_2008-06-03T00_40_21.304_2008-06-03T00_43_53.165.npz,865,4576,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-06-03T01_07_55.576_2008-06-03T01_11_26.104.npz,325,3956,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-06-03T10_24_23.532_2008-06-03T10_28_01.939.npz,12,4116,BHZ_LHZ,CI,1.6
CI.PASC.00_2008-06-03T12_38_59.339_2008-06-03T12_42_31.222.npz,822,4536,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-06-03T12_41_55.768_2008-06-03T12_45_27.735.npz,373,4091,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-06-03T12_49_45.185_2008-06-03T12_53_17.492.npz,724,4462,BHZ_LHZ,CI,2.8
CI.PASC.00_2008-06-03T12_51_25.741_2008-06-03T12_54_57.950.npz,464,4197,BHZ_LHZ,CI,3.0
CI.PASC.00_2008-06-03T15_33_29.814_2008-06-03T15_37_02.390.npz,64,3818,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-06-03T15_41_14.568_2008-06-03T15_44_46.762.npz,56,3788,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-06-03T20_41_34.081_2008-06-03T20_46_42.122.npz,868,7190,BHZ_LHZ,CI,3.3
CI.PASC.00_2008-06-03T23_05_56.740_2008-06-03T23_09_14.816.npz,993,3877,BHZ_LHZ,CI,3.1
CI.PASC.00_2008-06-04T02_29_21.182_2008-06-04T02_33_22.047.npz,2400,6035,BHZ_LHZ,CI,3.9
CI.PASC.00_2008-06-04T03_37_08.207_2008-06-04T03_40_38.897.npz,502,4144,BHZ_LHZ,CI,1.9
CI.PASC.00_2008-06-04T12_23_11.878_2008-06-04T12_28_26.141.npz,395,6965,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-06-04T13_10_06.063_2008-06-04T13_13_35.342.npz,212,3768,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-06-04T21_17_32.220_2008-06-04T21_21_51.113.npz,2400,6755,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-06-04T23_00_22.901_2008-06-04T23_04_00.896.npz,668,4748,BHZ_LHZ,CI,2.9
CI.PASC.00_2008-06-04T23_32_53.341_2008-06-04T23_36_53.953.npz,2400,6025,BHZ_LHZ,CI,3.5
CI.PASC.00_2008-06-05T00_08_41.875_2008-06-05T00_12_14.033.npz,886,4615,BHZ_LHZ,CI,2.4
CI.PASC.00_2008-06-05T03_00_36.383_2008-06-05T03_05_49.209.npz,562,7075,BHZ_LHZ,CI,2.5
CI.PASC.00_2008-06-05T03_04_28.255_2008-06-05T03_09_41.003.npz,608,7118,BHZ_LHZ,CI,2.7
CI.PASC.00_2008-06-05T07_22_22.777_2008-06-05T07_25_59.499.npz,906,4909,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-06-05T09_29_52.245_2008-06-05T09_33_35.162.npz,864,5238,BHZ_LHZ,CI,2.1
CI.PASC.00_2008-06-05T10_05_05.383_2008-06-05T10_08_38.700.npz,274,4073,BHZ_LHZ,CI,1.8
CI.PASC.00_2008-06-05T10_55_50.693_2008-06-05T10_59_27.305.npz,211,4208,BHZ_LHZ,CI,2.0
